Item Type,Order Type,PO No,Curr,PO Stat Code,Supplier,OrderNo,Buyer,Item Number,Item Description,WH,POCreateDate,PO Req Del Date,PO Conf Del Date,PO Rcvd Date,PO Value,Qty,,Create to Req Days,Req to Conf Days,Conf to Recvd Days,Req to Recvd Days
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H312100070500,SOLENOID SWITCH,AML,12/10/2020,19/01/2021,,,155,14,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H334810030400,GASKET,AML,12/10/2020,19/01/2021,,,188,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H385100050030,AIR VENTIL. FILTER,AML,12/10/2020,19/01/2021,,,378,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H404860060100,FILTER-SUCTION,AML,12/10/2020,19/01/2021,,,80,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H404900020060,RELAY,AML,12/10/2020,19/01/2021,,,92,30,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H438200090100,FILTER CARTRIDGE,AML,12/10/2020,19/01/2021,,,250,5,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H524300020100,SHAFT SEAL,AML,12/10/2020,19/01/2021,,,"1,644",60,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H524300020121,SHAFT SEAL,AML,12/10/2020,19/01/2021,,,72,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H530150030100,PRESSURE SENSOR,AML,12/10/2020,19/01/2021,,,126,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H530811140621,AIR FILTER ELEMENT,AML,12/10/2020,19/01/2021,,,196,7,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H716951010301,PRESSURE HOSE,AML,12/10/2020,19/01/2021,,,180,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H718500200100,BUSH,AML,12/10/2020,19/01/2021,,,193,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H737200092110,AIR FILTER ELEMENT-SECONDARY,AML,12/10/2020,19/01/2021,,,480,15,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H737500021111,GAS SPRING,AML,12/10/2020,19/01/2021,,,252,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H737812020040,GAS SPRING,AML,12/10/2020,19/01/2021,,,96,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H737812030081,GASKET,AML,12/10/2020,19/01/2021,,,97,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H737812100131,CARRIER,AML,12/10/2020,19/01/2021,,,57,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H737812140050,CABIN AERATION FILTER,AML,12/10/2020,19/01/2021,,,"1,571",110,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H743200090100,AIR FILTER ELEMENT-OUTER,AML,12/10/2020,19/01/2021,,,"1,620",30,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H816500200160,SPRING ELEMENT,AML,12/10/2020,19/01/2021,,,"1,309",12,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H816810030500,GAS STRUT,AML,12/10/2020,19/01/2021,,,78,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H835500172211,RUBBER PLATE,AML,12/10/2020,19/01/2021,,,103,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H916100600010,PRESSURE RES.,AML,12/10/2020,19/01/2021,,,95,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H916100630010,BUSH,AML,12/10/2020,19/01/2021,,,249,14,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H916201091060,AIR FILTER ELEMENT-INNER,AML,12/10/2020,19/01/2021,,,94,5,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H916500200161,SPRING ELEMENT,AML,12/10/2020,19/01/2021,,,411,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H931812140600,CABIN FILTER,AML,12/10/2020,19/01/2021,,,"2,831",120,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H931870040070,TOGGLE END-STABILISER,AML,12/10/2020,19/01/2021,,,87,5,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H931882140050,FILTER,AML,12/10/2020,19/01/2021,,,61,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H945201050033,EXPANSION TANK,AML,12/10/2020,19/01/2021,,,186,5,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,H954950010050,PRESSURE HOSE,AML,12/10/2020,19/01/2021,,,285,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,U155302110000,SHIM,AML,12/10/2020,19/01/2021,,,197,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,U716970310000,BUTTON PANEL,AML,12/10/2020,19/01/2021,,,147,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V30943900,SWITCH,AML,12/10/2020,19/01/2021,,,64,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V31631300,GAS STRUT,AML,12/10/2020,19/01/2021,,,126,11,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V31791600,V-RING,AML,12/10/2020,19/01/2021,,,84,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V31798510,BALL JOINT,AML,12/10/2020,19/01/2021,,,131,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V32729820,BLOWER,AML,12/10/2020,19/01/2021,,,382,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V33287100,SPRING,AML,12/10/2020,19/01/2021,,,101,50,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V34051800,PIN,AML,12/10/2020,19/01/2021,,,100,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V34057300,PIN,AML,12/10/2020,19/01/2021,,,143,5,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V34164300,CLUTCH DISC,AML,12/10/2020,19/01/2021,,,198,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V34211400,PLATE,AML,12/10/2020,19/01/2021,,,138,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V34211500,PLATE,AML,12/10/2020,19/01/2021,,,60,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V35998100,RUBBER BUSHING,AML,12/10/2020,19/01/2021,,,481,21,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V36213100,LIGHT-LEFT,AML,12/10/2020,19/01/2021,,,52,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V36357300,SHIELD,AML,12/10/2020,19/01/2021,,,11,6,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V36636100,A/C THERMOSTAT,AML,12/10/2020,19/01/2021,,,562,24,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V36660000,PILOT PART-SPOOL VALVE,AML,12/10/2020,19/01/2021,,,"1,273",2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V36693100,CLUTCH DISC KIT,AML,12/10/2020,19/01/2021,,,102,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V37167810,SERVICE KIT 1000HR,AML,12/10/2020,19/01/2021,,,602,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V37203600,QUICK COUPLER,AML,12/10/2020,19/01/2021,,,133,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V37855000,PINION GEAR,AML,12/10/2020,19/01/2021,,,317,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V37913800,SPACING SLEEVE,AML,12/10/2020,19/01/2021,,,74,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V39386500,PARALLEL COUPLING CABLE 2 VALV,AML,12/10/2020,19/01/2021,,,146,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V39417000,CAN BUS TERMINAL RESISTOR,AML,12/10/2020,19/01/2021,,,16,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V45217400,LOCK-DOOR LH (marked R),AML,12/10/2020,19/01/2021,,,166,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V63467700,MULTI-RIBBED BELT,AML,12/10/2020,19/01/2021,,,180,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V614102535,OIL SEAL,AML,12/10/2020,19/01/2021,,,17,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V614602430,ORING,AML,12/10/2020,19/01/2021,,,7,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V614603540,O-RING,AML,12/10/2020,19/01/2021,,,6,50,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V685040894,MULTI-RIBBED BELT-WATER PUMP,AML,12/10/2020,19/01/2021,,,77,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V685061725,V RIBBED BELT,AML,12/10/2020,19/01/2021,,,247,15,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836120129,GASKET,AML,12/10/2020,19/01/2021,,,73,40,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836322183,OIL SUMP GASKET,AML,12/10/2020,19/01/2021,,,84,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836339371,FUEL FILTER,AML,12/10/2020,19/01/2021,,,422,100,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836362228,OIL FILTER - CENTRIGUAL,AML,12/10/2020,19/01/2021,,,82,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836667243,COVER GASKET,AML,12/10/2020,19/01/2021,,,164,30,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836764046,GASKET,AML,12/10/2020,19/01/2021,,,10,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836764215,WATER PUMP,AML,12/10/2020,19/01/2021,,,454,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836769385,CONTROL UNIT-EEM/BOX,AML,12/10/2020,19/01/2021,,,"1,607",2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836867092,WATER PUMP,AML,12/10/2020,19/01/2021,,,745,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V836879200,LIFT PUMP,AML,12/10/2020,19/01/2021,,,504,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837067881,COVER GASKET-3-CYL 4V,AML,12/10/2020,19/01/2021,,,296,50,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837069410,SENSOR - RAIL PRESSURE,AML,12/10/2020,19/01/2021,,,288,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837073164,EGR COOLER,AML,12/10/2020,19/01/2021,,,369,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837073273,CONNECTOR,AML,12/10/2020,19/01/2021,,,70,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837073357,ENGINE CONTROL UNIT,AML,12/10/2020,19/01/2021,,,652,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837073571,STUD BOLT M12+M12 L148 12.9 HI,AML,12/10/2020,19/01/2021,,,107,40,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837073629,LIFT PUMP,AML,12/10/2020,19/01/2021,,,"1,123",4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837073749,GASKET,AML,12/10/2020,19/01/2021,,,178,30,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837074402,IDLER PULLEY,AML,12/10/2020,19/01/2021,,,324,12,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837074523,ENGINE OIL FILTER,AML,12/10/2020,19/01/2021,,,"1,444",90,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837074863,CONTROL UNIT,AML,12/10/2020,19/01/2021,,,"1,312",2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837079430,INLET CONNECTOR - FILTER,AML,12/10/2020,19/01/2021,,,646,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837079433,OVER FLOW VALVE,AML,12/10/2020,19/01/2021,,,134,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837079633,VALVE-MPROP CP4-18/2,AML,12/10/2020,19/01/2021,,,172,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837079858,INJECTOR REINFORCED,AML,12/10/2020,19/01/2021,,,983,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837081498,PULLEY WATERPUMP,AML,12/10/2020,19/01/2021,,,304,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837081555,OIL FILTER,AML,12/10/2020,19/01/2021,,,"3,340",60,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837084036,RUBBER ELBOW,AML,12/10/2020,19/01/2021,,,75,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837084523,CYLINDER HEAD GASKET,AML,12/10/2020,19/01/2021,,,125,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837084918,RUBBER ELBOW,AML,12/10/2020,19/01/2021,,,23,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837086282,BELT TENSIONER,AML,12/10/2020,19/01/2021,,,152,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837091196,WATER PUMP KIT,AML,12/10/2020,19/01/2021,,,402,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V837091575,CONVERSION KIT,AML,12/10/2020,19/01/2021,,,225,6,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VA206272,GASKET-DOOR,AML,12/10/2020,19/01/2021,,,134,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VA339592,OIL SEAL,AML,12/10/2020,19/01/2021,,,99,6,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VKH3060,SEAL,AML,12/10/2020,19/01/2021,,,17,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VKH3632,OIL SEAL,AML,12/10/2020,19/01/2021,,,111,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VKH4091,O-RING-19.2X3 A 70SH SMS,AML,12/10/2020,19/01/2021,,,1,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VKH4190,O-RING (SB5),AML,12/10/2020,19/01/2021,,,2,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VKH4917,O RING,AML,12/10/2020,19/01/2021,,,6,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VKH4959,O-RING,AML,12/10/2020,19/01/2021,,,1,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VLA1016,BEARING,AML,12/10/2020,19/01/2021,,,84,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,VLA9001,NEEDLE CAGE,AML,12/10/2020,19/01/2021,,,32,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X434103240000,NUT,AML,12/10/2020,19/01/2021,,,7,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X489132006000,STUD,AML,12/10/2020,19/01/2021,,,142,300,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X524607447000,WASHER,AML,12/10/2020,19/01/2021,,,5,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X530006346000,CIRCLIP,AML,12/10/2020,19/01/2021,,,5,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X530207872000,CIRCLIP,AML,12/10/2020,19/01/2021,,,17,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X548813100000,O-RING,AML,12/10/2020,19/01/2021,,,67,30,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X548871466000,O-RING,AML,12/10/2020,19/01/2021,,,2,50,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X548895001000,O-RING,AML,12/10/2020,19/01/2021,,,12,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X548926666000,O-RING,AML,12/10/2020,19/01/2021,,,129,30,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X548994700000,O-RING,AML,12/10/2020,19/01/2021,,,120,50,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X550182100000,ROTARY SHAFT,AML,12/10/2020,19/01/2021,,,153,10,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X557601300000,O RING,AML,12/10/2020,19/01/2021,,,26,12,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X605505900000,BALL BEARING,AML,12/10/2020,19/01/2021,,,25,4,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X605506301000,GROOVE BALL BEARING,AML,12/10/2020,19/01/2021,,,139,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X605510600000,DEEP GROOVE BALL BEARING,AML,12/10/2020,19/01/2021,,,86,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X605595700000,BALL BEARING,AML,12/10/2020,19/01/2021,,,242,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X607396700000,BEARING,AML,12/10/2020,19/01/2021,,,74,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X619046300000,TAPER BEARING,AML,12/10/2020,19/01/2021,,,231,2,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X696623300000,A/C BELT,AML,12/10/2020,19/01/2021,,,135,20,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X830180042000,LIGHT,AML,12/10/2020,19/01/2021,,,37,3,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X899980387000,COMPUTER CABLE,AML,12/10/2020,19/01/2021,,,313,5,,71,0,0,0
20 - Parts Item,PTS,2113084,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,X902011622000,HydClutchSynOil(1Lt)seafreight,AML,12/10/2020,19/01/2021,,,325,22,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,004H145960100,AUXILIARY VALVE INSTALLATION,AML,26/10/2020,2/02/2021,,,298,1,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,1691X,KEY,AML,26/10/2020,2/02/2021,,,7,8,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,180860M1,CLEVIS PIN,AML,26/10/2020,2/02/2021,,,59,40,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,183462M1,COVER,AML,26/10/2020,2/02/2021,,,26,6,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,339169X1,HEX NUT,AML,26/10/2020,2/02/2021,,,5,100,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,339481X1,BEARING,AML,26/10/2020,2/02/2021,,,77,10,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,364184X1,O-RING,AML,26/10/2020,2/02/2021,,,6,50,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,377602X1,RING,AML,26/10/2020,2/02/2021,,,16,20,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,377832X1,SEAL,AML,26/10/2020,2/02/2021,,,56,30,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,391025X1,WASHER,AML,26/10/2020,2/02/2021,,,41,50,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,395521X1,SEAL,AML,26/10/2020,2/02/2021,,,23,3,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,519954M1,SHIM,AML,26/10/2020,2/02/2021,,,27,4,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,519955M1,SHIM,AML,26/10/2020,2/02/2021,,,27,6,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,579775D2,HOOK,AML,26/10/2020,2/02/2021,,,301,1,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,583038M2,BUSHING,AML,26/10/2020,2/02/2021,,,7,1,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,585136M1,FINGER,AML,26/10/2020,2/02/2021,,,251,40,,71,0,0,0
20 - Parts Item,PTS,2113479,AUD,15,80050 - AGCO GMBH,          ,ANZAGCONET,589303D3,BONNET GRILLE,AML,26/10/2020,2/02/2021,,,248,1,,71,0,0,0
