Item Type,Order Type,PO No,Curr,PO Stat Code,Supplier,OrderNo,Buyer,Item Number,Item Description,WH,POCreateDate,PO Req Del Date,PO Conf Del Date,PO Rcvd Date,PO Value,Qty,,Create to Req Days,Req to Conf Days,Conf to Recvd Days,Req to Recvd Days
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4305009M1,CLEVIS PIN,AML,3/08/2020,20/11/2020,26/10/2020,,22,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4305944M1,GUIDE BUSH,AML,3/08/2020,20/11/2020,26/10/2020,,78,20,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4307203M2,STUD BOLT,AML,3/08/2020,20/11/2020,26/10/2020,,168,40,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4308785M13,SPEED SENSOR,AML,3/08/2020,20/11/2020,26/10/2020,,"1,194",7,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4311562M3,RESTRICTOR,AML,3/08/2020,20/11/2020,26/10/2020,,36,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4311963M1,THRUST BEARING,AML,3/08/2020,20/11/2020,26/10/2020,,171,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4312244M1,BRAKE DISC GPA23  40KPH,AML,3/08/2020,20/11/2020,26/10/2020,,386,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4314250M92,FILTER,AML,3/08/2020,20/11/2020,26/10/2020,,158,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4347563M91,KNOB - With button & cap,AML,3/08/2020,20/11/2020,26/10/2020,,245,17,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4348930M1,INSERT,AML,3/08/2020,20/11/2020,26/10/2020,,8,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4349561M4,HAND BRAKE CABLE,AML,3/08/2020,20/11/2020,26/10/2020,,67,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4351269M1,BELT,AML,3/08/2020,20/11/2020,26/10/2020,,293,30,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4351315M1,BREATHER,AML,3/08/2020,20/11/2020,26/10/2020,,57,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4351511M92,COVER,AML,3/08/2020,20/11/2020,26/10/2020,,39,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4352858M1,DECAL MF LH,AML,3/08/2020,20/11/2020,2/11/2020,,74,2,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4352859M1,DECAL MF RH,AML,3/08/2020,20/11/2020,26/10/2020,,79,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4353742M93,BEACON BRACKET,AML,3/08/2020,20/11/2020,26/10/2020,,169,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4353907M1,BREAKER,AML,3/08/2020,20/11/2020,26/10/2020,,414,8,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4354103M2,HYDR. HOSE,AML,3/08/2020,20/11/2020,26/10/2020,,18,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4355361M1,SUPPLY HOSE,AML,3/08/2020,20/11/2020,26/10/2020,,125,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4355902M1,BREATHER,AML,3/08/2020,20/11/2020,26/10/2020,,128,40,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4356264M3,SEAL,AML,3/08/2020,20/11/2020,26/10/2020,,106,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4357027M5,WATER RADIATOR,AML,3/08/2020,20/11/2020,26/10/2020,,737,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4357485M1,EMBLEM,AML,3/08/2020,20/11/2020,26/10/2020,,226,9,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4357530M93,WATER HOSE,AML,3/08/2020,20/11/2020,26/10/2020,,13,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4357550M3,ALTERNATOR,AML,3/08/2020,20/11/2020,26/10/2020,,716,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4358509M1,DISTRIBUTOR,AML,3/08/2020,20/11/2020,26/10/2020,,"1,223",2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4359088M1,CLUTCH DISC,AML,3/08/2020,20/11/2020,26/10/2020,,613,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4359620M1,CLUTCH,AML,3/08/2020,20/11/2020,2/11/2020,,430,2,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4360205M1,HYDRAULIC PUMP,AML,3/08/2020,20/11/2020,26/10/2020,,"1,089",1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4363027M8,RIGHT HAND DRIVE,AML,3/08/2020,20/11/2020,26/10/2020,,426,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4363028M6,LEFT HAND DRIVE,AML,3/08/2020,20/11/2020,26/10/2020,,254,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4364876M1,INDUCTIVE SENSOR,AML,3/08/2020,20/11/2020,26/10/2020,,108,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4374489M1,HARNESS CLUTCH FAN,AML,3/08/2020,20/11/2020,26/10/2020,,158,9,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4375452M1,WIRE,AML,3/08/2020,20/11/2020,26/10/2020,,9,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4375856M1,DECAL,AML,3/08/2020,20/11/2020,26/10/2020,,25,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4377197M5,TUBE,AML,3/08/2020,20/11/2020,26/10/2020,,276,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4377506M1,JOINT,AML,3/08/2020,20/11/2020,26/10/2020,,31,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4377736M2,BELT - LG 937,AML,3/08/2020,20/11/2020,26/10/2020,,66,7,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4377737M2,BELT - LG 1541,AML,3/08/2020,20/11/2020,26/10/2020,,417,20,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4378102M1,CABIN FILTER,AML,3/08/2020,20/11/2020,26/10/2020,,"6,707",312,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4378102M1,CABIN FILTER,AML,3/08/2020,20/11/2020,2/11/2020,,"1,892",88,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4378879M1,HARNESS,AML,3/08/2020,20/11/2020,26/10/2020,,65,7,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4380325M93,JOYSTICK,AML,3/08/2020,20/11/2020,26/10/2020,,790,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4380938M1,HELMET,AML,3/08/2020,20/11/2020,26/10/2020,,23,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4381167M92,ROD LINK,AML,3/08/2020,20/11/2020,26/10/2020,,91,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4381449M92,TRIM,AML,3/08/2020,20/11/2020,26/10/2020,,61,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4382144M1,JOINT,AML,3/08/2020,20/11/2020,2/11/2020,,69,1,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4382162M96,LH DOOR,AML,3/08/2020,20/11/2020,26/10/2020,,736,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4382164M5,GLASS,AML,3/08/2020,20/11/2020,2/11/2020,,781,4,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4382373M4,GRILLE,AML,3/08/2020,20/11/2020,26/10/2020,,407,9,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4382438M1,DAMPER,AML,3/08/2020,20/11/2020,26/10/2020,,302,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4382797M3,WINDOW,AML,3/08/2020,20/11/2020,2/11/2020,,"2,139",4,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4383195M95,GRILLE,AML,3/08/2020,20/11/2020,26/10/2020,,166,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4383270M2,SENSOR,AML,3/08/2020,20/11/2020,26/10/2020,,970,12,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4383675M91,SPACER,AML,3/08/2020,20/11/2020,2/11/2020,,"1,380",6,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4384415M2,CAB FILTER,AML,3/08/2020,20/11/2020,26/10/2020,,395,7,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4384956M4,COWL,AML,3/08/2020,20/11/2020,26/10/2020,,50,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4387985M1,RUBBER BUSH,AML,3/08/2020,20/11/2020,26/10/2020,,135,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4390674M1,WATER HOSE,AML,3/08/2020,20/11/2020,26/10/2020,,15,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4393120M13,3RD REMOTE DA KO FD FL,AML,3/08/2020,20/11/2020,26/10/2020,,"2,681",2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,6223618M1,AIR FILTER ELEMENT-OUTER,AML,3/08/2020,20/11/2020,26/10/2020,,325,9,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,6228984M91,LATCH,AML,3/08/2020,20/11/2020,26/10/2020,,166,30,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,6233239M91,REAR LIGHT,AML,3/08/2020,20/11/2020,26/10/2020,,17,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,6249019M91,SEALS KIT,AML,3/08/2020,20/11/2020,26/10/2020,,76,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7106675M1,MF RH DECAL,AML,3/08/2020,20/11/2020,2/11/2020,,29,1,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,13013348,SHIM,AML,3/08/2020,20/11/2020,26/10/2020,,7,6,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,70257029,AIR FILTER ELEMENT-INNER,AML,3/08/2020,20/11/2020,26/10/2020,,92,8,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,70923646,O-RING,AML,3/08/2020,20/11/2020,26/10/2020,,15,40,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,71414291,ARM,AML,3/08/2020,20/11/2020,26/10/2020,,84,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,700738917,BRUSH,AML,3/08/2020,20/11/2020,26/10/2020,,8,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,700739333,HYDRAULIC CYLINDER,AML,3/08/2020,20/11/2020,26/10/2020,,491,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,700745141,DECAL  MASSEY FERGUSON  LH,AML,3/08/2020,20/11/2020,26/10/2020,,19,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,700745142,DECAL  MASSEY FERGUSON  RH,AML,3/08/2020,20/11/2020,26/10/2020,,17,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,1630700901,SEAL,AML,3/08/2020,20/11/2020,26/10/2020,,297,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7200440001,KIT  DIFFERENTIAL,AML,3/08/2020,20/11/2020,2/11/2020,,"15,593",8,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7300160101,SWITCH INDIRECT,AML,3/08/2020,20/11/2020,26/10/2020,,110,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7502445012,BALL JOINT,AML,3/08/2020,20/11/2020,26/10/2020,,364,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,43010100000,WINDSCREEN,AML,3/08/2020,20/11/2020,26/10/2020,,"1,517",2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,65007100000,CABIN FILTER-CARBON,AML,3/08/2020,20/11/2020,26/10/2020,,140,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,70013102000,BOLT KIT,AML,3/08/2020,20/11/2020,26/10/2020,,165,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,98146100000,BRAKE LEVER SUPPORT,AML,3/08/2020,20/11/2020,26/10/2020,,40,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,98154500000,BALL TYPE CLEVIS,AML,3/08/2020,20/11/2020,26/10/2020,,"2,239",3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,1.1781E+11,DOOR GLASS,AML,3/08/2020,20/11/2020,26/10/2020,,575,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,1.99962E+11,DOT BLUE -,AML,3/08/2020,20/11/2020,26/10/2020,,1,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,2.10812E+11,REAR WINDOW,AML,3/08/2020,20/11/2020,26/10/2020,,266,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,2.47811E+11,HANDLE LE,AML,3/08/2020,20/11/2020,26/10/2020,,52,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,2.602E+11,STICKER,AML,3/08/2020,20/11/2020,26/10/2020,,8,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,2.7015E+11,AXLE HOUSING,AML,3/08/2020,20/11/2020,26/10/2020,,208,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,3.857E+11,FENDER,AML,3/08/2020,20/11/2020,26/10/2020,,193,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,5.243E+11,RING,AML,3/08/2020,20/11/2020,26/10/2020,,163,20,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,5.243E+11,BUSH,AML,3/08/2020,20/11/2020,26/10/2020,,109,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,5.302E+11,FILTER ELEMENT,AML,3/08/2020,20/11/2020,26/10/2020,,429,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,5.30812E+11,ORIFICE PLATE,AML,3/08/2020,20/11/2020,26/10/2020,,13,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,5.30812E+11,ORIFICE PLATE,AML,3/08/2020,20/11/2020,26/10/2020,,7,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,5.3096E+11,COLLECTING PIECE,AML,3/08/2020,20/11/2020,26/10/2020,,9,6,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.16151E+11,WASHER,AML,3/08/2020,20/11/2020,26/10/2020,,24,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.16201E+11,TUBE,AML,3/08/2020,20/11/2020,26/10/2020,,189,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.163E+11,BRACKET SLID,AML,3/08/2020,20/11/2020,26/10/2020,,228,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.163E+11,BRACKET-SLID,AML,3/08/2020,20/11/2020,26/10/2020,,87,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.163E+11,STOP RING,AML,3/08/2020,20/11/2020,26/10/2020,,118,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.163E+11,STOP BUFFER,AML,3/08/2020,20/11/2020,26/10/2020,,516,30,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.1681E+11,GLASS SIDE LH,AML,3/08/2020,20/11/2020,26/10/2020,,220,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.1681E+11,CAB FILTER MAT-HEATING,AML,3/08/2020,20/11/2020,26/10/2020,,79,40,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.1687E+11,STRIP,AML,3/08/2020,20/11/2020,26/10/2020,,5,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.16962E+11,DUST PLUG,AML,3/08/2020,20/11/2020,26/10/2020,,3,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.1815E+11,EXT.DISC,AML,3/08/2020,20/11/2020,26/10/2020,,31,4,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.252E+11,HOSE,AML,3/08/2020,20/11/2020,26/10/2020,,185,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.2887E+11,BOLT,AML,3/08/2020,20/11/2020,26/10/2020,,119,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.373E+11,PLAIN BEARING,AML,3/08/2020,20/11/2020,26/10/2020,,143,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.373E+11,THRUST RING,AML,3/08/2020,20/11/2020,26/10/2020,,62,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.37812E+11,REAR WINDOW PANE,AML,3/08/2020,20/11/2020,26/10/2020,,328,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.3787E+11,SHUTTER,AML,3/08/2020,20/11/2020,26/10/2020,,79,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.432E+11,FAN COVER,AML,3/08/2020,20/11/2020,26/10/2020,,23,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7.4381E+11,SAFETY SIGN,AML,3/08/2020,20/11/2020,2/11/2020,,1,1,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.167E+11,MUD GUARD,AML,3/08/2020,20/11/2020,26/10/2020,,137,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.1681E+11,SIDE WINDOW GLASS,AML,3/08/2020,20/11/2020,26/10/2020,,302,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.1681E+11,SUPPORT,AML,3/08/2020,20/11/2020,2/11/2020,,19,4,,79,-14,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.1681E+11,RUBBER WASHER,AML,3/08/2020,20/11/2020,26/10/2020,,5,6,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.1687E+11,HAMMER SCREW,AML,3/08/2020,20/11/2020,26/10/2020,,80,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.169E+11,CONTACT,AML,3/08/2020,20/11/2020,26/10/2020,,28,31,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.169E+11,CONTACT PIN,AML,3/08/2020,20/11/2020,26/10/2020,,6,20,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.351E+11,INNER DISC,AML,3/08/2020,20/11/2020,26/10/2020,,"1,499",70,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.353E+11,SLOTTED BUSH,AML,3/08/2020,20/11/2020,26/10/2020,,144,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.355E+11,BUSH,AML,3/08/2020,20/11/2020,26/10/2020,,6,2,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,8.425E+11,BUSH,AML,3/08/2020,20/11/2020,26/10/2020,,145,5,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.161E+11,LIP RING SEAL,AML,3/08/2020,20/11/2020,26/10/2020,,32,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.16201E+11,HOSE,AML,3/08/2020,20/11/2020,26/10/2020,,89,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.207E+11,BUSH REAR DISC,AML,3/08/2020,20/11/2020,26/10/2020,,7,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.207E+11,BUSH,AML,3/08/2020,20/11/2020,26/10/2020,,139,40,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.2615E+11,PTO SHAFT - 21 SPLINE,AML,3/08/2020,20/11/2020,26/10/2020,,840,8,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.26301E+11,CYLINDER BARREL,AML,3/08/2020,20/11/2020,26/10/2020,,124,1,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.31303E+11,CABLE CLAMP,AML,3/08/2020,20/11/2020,26/10/2020,,89,10,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.31303E+11,COVERING,AML,3/08/2020,20/11/2020,26/10/2020,,41,3,,79,-19,0,0
20 - Parts Item,PTS,2110932,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,9.31502E+11,SUPPORT  BONNET EMBLEM,AML,3/08/2020,20/11/2020,26/10/2020,,46,2,,79,-19,0,0
